"","gene_id_all","niche","effect_median","effect_lower","effect_upper","OR_median","OR_lower","OR_upper","prob_median","prob_lower","prob_upper"
"36","AP027468.1_321","nichewildlife",0.179918299,-0.41542328375,0.854686343825,1.19711955326287,0.660060829275048,2.3506369742853,0.0166196859114557,0.00880551246456608,0.0306841545232822
"37","OV141395.1_159","nicheenvironmental",0.173907481,-0.25242263335,0.58727931825,1.18994546816261,0.776916318992711,1.79908700781251,0.0567089335550164,0.0373759964750252,0.0833293040942109
"38","NC_010870.1_119","nicheenvironmental",0.16911313,-0.162122210875,0.4893325395,1.18425410601538,0.8503372779451,1.63122707712656,0.1197930540268,0.0876009292000781,0.159459613405355
"39","NC_010870.1_119","nichewildlife",0.15919986665,-0.183701190775,0.50498083045,1.17257228137903,0.832184431085159,1.65695375716188,0.119186567617282,0.0854626458658476,0.161697381893367
"40","NZ_CP049291.1_137","nichefood",0.157552009,-0.27199084875,0.6035851990325,1.17064164030084,0.761861233080441,1.82866318346164,0.0933182996847148,0.0611406624653299,0.139263492850474
"41","NZ_MZ513634.1_46","nicheBacteria",0.1564012073,-0.496246468125,1.19638965175,1.16929523898848,0.608811569942301,3.3081517644716,0.0486707473381381,0.0248498604451057,0.123411015811438
"42","NC_010870.1_119","nichefood",0.153516949,-0.248919321555,0.582341364075,1.16592754830641,0.779642871958645,1.79022509652712,0.118594678468233,0.0801648196162283,0.173366713001436
"43","NZ_CP142966.1_27","nicheplant",0.151746005,-1.795159363225,2.69806922125,1.16386459386431,0.166100980184141,14.8510302378079,0.026208261613582,0.00374471124767522,0.255397598048189
"44","CP057748.1_80","nicheenvironmental",0.1503112465,-0.20222468715,0.493772176575,1.16219591623038,0.816911357877987,1.63848523328484,0.0988230098791849,0.0709043341599294,0.134621097692453
"45","OV141395.1_159","nichefood",0.147910595,-0.341144365575,0.647310020524999,1.15940923474648,0.710956263208848,1.9103949914705,0.0554066698762138,0.0336987475414505,0.0889463300761911
"46","AP027468.1_321","nichefood",0.129326696,-0.570513988875,0.8532328895,1.13806186370595,0.565234843787449,2.34722291147483,0.0157575985058456,0.00744351031229165,0.0314120714277104
"47","CP034325.1_175","nichefood",0.124725475,-0.361759946175,0.701345886475,1.13283741839988,0.696449533609728,2.01646481510758,0.0443092420511226,0.0268672151552631,0.0758428991934036
"48","NZ_KP056256.1_146","nicheBacteria",0.115849656,-0.72146106475,1.362674676425,1.12282704986766,0.486041598685691,3.90662832596237,0.0142735557269852,0.00570260123112112,0.0464897105106468
